transaction_id,investor_id,amfi_code,date,transaction_type,amount_rupees,amount_crore,state,age_group,age,city,city_tier,net_amount_crore,data_status
TX000146,INV000974,129046,2024-06-12,SIP,11115.460000,0.001112,Telangana,56+,61,Hyderabad,Tier 1,0.001112,Deterministic illustrative investor transaction
TX016143,INV008797,120564,2024-06-12,SIP,5764.350000,0.000576,Karnataka,26-35,29,Bengaluru,Tier 1,0.000576,Deterministic illustrative investor transaction
TX012129,INV000158,148404,2024-06-12,SIP,3078.060000,0.000308,Karnataka,18-25,25,Bengaluru,Tier 1,0.000308,Deterministic illustrative investor transaction
TX023546,INV005764,122639,2024-06-12,SIP,3282.230000,0.000328,Karnataka,46-55,55,Other City,Tier 3,0.000328,Deterministic illustrative investor transaction
TX021266,INV004545,118479,2024-06-12,SIP,3289.300000,0.000329,Maharashtra,26-35,27,Mumbai,Tier 1,0.000329,Deterministic illustrative investor transaction
TX010034,INV004753,119250,2024-06-12,Redemption,57355.280000,0.005736,Delhi,46-55,50,New Delhi,Tier 1,-0.005736,Deterministic illustrative investor transaction
TX005086,INV008966,118535,2024-06-12,SIP,5903.370000,0.000590,West Bengal,36-45,37,Kolkata,Tier 1,0.000590,Deterministic illustrative investor transaction
TX008240,INV001834,119076,2024-06-12,SIP,5421.880000,0.000542,Madhya Pradesh,26-35,32,Indore,Tier 2,0.000542,Deterministic illustrative investor transaction
TX016776,INV003231,120046,2024-06-12,Lumpsum,67732.190000,0.006773,Telangana,56+,69,Hyderabad,Tier 1,0.006773,Deterministic illustrative investor transaction
TX018333,INV000868,148404,2024-06-13,Lumpsum,157546.960000,0.015755,Maharashtra,36-45,38,Other City,Tier 3,0.015755,Deterministic illustrative investor transaction
TX004154,INV005375,122639,2024-06-13,Lumpsum,56657.000000,0.005666,Kerala,18-25,21,Kochi,Tier 2,0.005666,Deterministic illustrative investor transaction
TX003077,INV003740,120392,2024-06-13,SIP,6181.310000,0.000618,Maharashtra,26-35,31,Mumbai,Tier 1,0.000618,Deterministic illustrative investor transaction
TX023135,INV002301,148404,2024-06-13,SIP,12187.460000,0.001219,Uttar Pradesh,36-45,40,Lucknow,Tier 2,0.001219,Deterministic illustrative investor transaction
TX010792,INV002978,119250,2024-06-13,SIP,3816.280000,0.000382,Maharashtra,26-35,29,Mumbai,Tier 1,0.000382,Deterministic illustrative investor transaction
TX021629,INV002745,120152,2024-06-13,Lumpsum,43033.480000,0.004303,Maharashtra,18-25,23,Mumbai,Tier 1,0.004303,Deterministic illustrative investor transaction
TX011775,INV001893,122639,2024-06-13,SIP,4522.830000,0.000452,Delhi,18-25,25,New Delhi,Tier 1,0.000452,Deterministic illustrative investor transaction
TX005751,INV002461,118617,2024-06-13,SIP,5796.010000,0.000580,Karnataka,46-55,46,Bengaluru,Tier 1,0.000580,Deterministic illustrative investor transaction
TX001828,INV007876,119250,2024-06-13,Lumpsum,75337.690000,0.007534,Kerala,26-35,28,Kochi,Tier 2,0.007534,Deterministic illustrative investor transaction
TX005847,INV000809,118632,2024-06-13,SIP,5684.040000,0.000568,West Bengal,36-45,43,Kolkata,Tier 1,0.000568,Deterministic illustrative investor transaction
TX020347,INV006437,120492,2024-06-13,Lumpsum,63852.390000,0.006385,Delhi,26-35,27,New Delhi,Tier 1,0.006385,Deterministic illustrative investor transaction
TX009924,INV008143,118535,2024-06-13,SIP,10960.040000,0.001096,Delhi,26-35,27,New Delhi,Tier 1,0.001096,Deterministic illustrative investor transaction
TX004292,INV007807,140353,2024-06-13,Lumpsum,37987.360000,0.003799,Delhi,18-25,21,New Delhi,Tier 1,0.003799,Deterministic illustrative investor transaction
TX021429,INV007362,120392,2024-06-13,SIP,7831.520000,0.000783,Maharashtra,26-35,35,Mumbai,Tier 1,0.000783,Deterministic illustrative investor transaction
TX017716,INV001217,118632,2024-06-13,SIP,12877.870000,0.001288,Karnataka,46-55,48,Bengaluru,Tier 1,0.001288,Deterministic illustrative investor transaction
TX023171,INV004143,148404,2024-06-13,Lumpsum,37555.180000,0.003756,Gujarat,36-45,45,Ahmedabad,Tier 2,0.003756,Deterministic illustrative investor transaction
TX004370,INV002724,118632,2024-06-13,Lumpsum,52942.840000,0.005294,Uttar Pradesh,26-35,34,Lucknow,Tier 2,0.005294,Deterministic illustrative investor transaction
TX022133,INV005596,122639,2024-06-13,SIP,4635.690000,0.000464,Uttar Pradesh,26-35,27,Lucknow,Tier 2,0.000464,Deterministic illustrative investor transaction
TX012969,INV007171,118535,2024-06-13,Lumpsum,21221.620000,0.002122,Uttar Pradesh,18-25,18,Other City,Tier 3,0.002122,Deterministic illustrative investor transaction
TX019686,INV003067,120843,2024-06-13,SIP,15261.250000,0.001526,Telangana,56+,56,Hyderabad,Tier 1,0.001526,Deterministic illustrative investor transaction
TX020389,INV003886,122639,2024-06-13,SIP,14132.800000,0.001413,Rajasthan,56+,63,Jaipur,Tier 2,0.001413,Deterministic illustrative investor transaction
TX021028,INV000199,118275,2024-06-13,SIP,7284.160000,0.000728,Gujarat,18-25,22,Ahmedabad,Tier 2,0.000728,Deterministic illustrative investor transaction
TX000974,INV007244,118535,2024-06-13,Lumpsum,34889.130000,0.003489,Gujarat,26-35,35,Ahmedabad,Tier 2,0.003489,Deterministic illustrative investor transaction
TX009245,INV003099,118617,2024-06-14,SIP,20221.900000,0.002022,Kerala,36-45,45,Kochi,Tier 2,0.002022,Deterministic illustrative investor transaction
TX003181,INV009332,120392,2024-06-14,SIP,13020.250000,0.001302,West Bengal,46-55,53,Kolkata,Tier 1,0.001302,Deterministic illustrative investor transaction
TX005031,INV002849,120843,2024-06-14,SIP,2816.690000,0.000282,Madhya Pradesh,26-35,31,Indore,Tier 2,0.000282,Deterministic illustrative investor transaction
TX002645,INV004308,118269,2024-06-14,SIP,12446.050000,0.001245,Karnataka,46-55,47,Other City,Tier 3,0.001245,Deterministic illustrative investor transaction
TX013735,INV005276,118825,2024-06-14,SIP,7082.040000,0.000708,Kerala,18-25,25,Kochi,Tier 2,0.000708,Deterministic illustrative investor transaction
TX007808,INV004784,118275,2024-06-14,SIP,4519.450000,0.000452,Delhi,26-35,32,New Delhi,Tier 1,0.000452,Deterministic illustrative investor transaction
TX021471,INV001424,144546,2024-06-14,SIP,9500.650000,0.000950,Punjab,18-25,22,Ludhiana,Tier 2,0.000950,Deterministic illustrative investor transaction
TX000603,INV007435,120492,2024-06-14,SIP,14056.980000,0.001406,Tamil Nadu,46-55,53,Chennai,Tier 1,0.001406,Deterministic illustrative investor transaction
TX003919,INV000688,148404,2024-06-14,SIP,7674.470000,0.000767,Rajasthan,26-35,27,Jaipur,Tier 2,0.000767,Deterministic illustrative investor transaction
TX000550,INV005124,120465,2024-06-14,SIP,7698.930000,0.000770,Maharashtra,36-45,37,Mumbai,Tier 1,0.000770,Deterministic illustrative investor transaction
TX014088,INV007921,120586,2024-06-14,SIP,6718.510000,0.000672,Karnataka,18-25,25,Bengaluru,Tier 1,0.000672,Deterministic illustrative investor transaction
TX007311,INV002812,140353,2024-06-14,Lumpsum,195013.860000,0.019501,Karnataka,26-35,32,Bengaluru,Tier 1,0.019501,Deterministic illustrative investor transaction
TX004353,INV000136,118269,2024-06-14,SIP,10796.150000,0.001080,Madhya Pradesh,36-45,44,Indore,Tier 2,0.001080,Deterministic illustrative investor transaction
TX002419,INV007756,120264,2024-06-15,SIP,8301.780000,0.000830,Karnataka,36-45,40,Bengaluru,Tier 1,0.000830,Deterministic illustrative investor transaction
TX019286,INV008425,140353,2024-06-15,Redemption,74355.710000,0.007436,Madhya Pradesh,18-25,22,Indore,Tier 2,-0.007436,Deterministic illustrative investor transaction
TX015447,INV002183,141925,2024-06-15,SIP,1232.110000,0.000123,Delhi,26-35,27,New Delhi,Tier 1,0.000123,Deterministic illustrative investor transaction
TX006226,INV008278,118955,2024-06-15,SIP,2865.440000,0.000287,Delhi,26-35,33,New Delhi,Tier 1,0.000287,Deterministic illustrative investor transaction
TX019774,INV004945,118424,2024-06-15,SIP,4344.450000,0.000434,Gujarat,26-35,26,Ahmedabad,Tier 2,0.000434,Deterministic illustrative investor transaction
TX014814,INV005048,118632,2024-06-15,Lumpsum,120355.320000,0.012036,Karnataka,46-55,54,Bengaluru,Tier 1,0.012036,Deterministic illustrative investor transaction
TX015683,INV006506,148404,2024-06-15,SIP,2272.660000,0.000227,Madhya Pradesh,18-25,18,Indore,Tier 2,0.000227,Deterministic illustrative investor transaction
TX018626,INV005782,118424,2024-06-15,SIP,1946.830000,0.000195,Maharashtra,18-25,20,Mumbai,Tier 1,0.000195,Deterministic illustrative investor transaction
TX004723,INV004123,129046,2024-06-15,Redemption,35116.350000,0.003512,Gujarat,26-35,26,Ahmedabad,Tier 2,-0.003512,Deterministic illustrative investor transaction
TX013882,INV003953,120152,2024-06-15,SIP,12469.580000,0.001247,Maharashtra,36-45,38,Mumbai,Tier 1,0.001247,Deterministic illustrative investor transaction
TX022377,INV000066,120166,2024-06-15,Lumpsum,94104.090000,0.009410,Telangana,36-45,36,Hyderabad,Tier 1,0.009410,Deterministic illustrative investor transaction
TX014566,INV001461,120492,2024-06-15,Lumpsum,70327.410000,0.007033,Tamil Nadu,46-55,47,Chennai,Tier 1,0.007033,Deterministic illustrative investor transaction
TX001620,INV006352,144546,2024-06-15,SIP,6600.740000,0.000660,Karnataka,46-55,50,Other City,Tier 3,0.000660,Deterministic illustrative investor transaction
TX020993,INV001790,120492,2024-06-15,SIP,9935.160000,0.000994,Delhi,56+,72,New Delhi,Tier 1,0.000994,Deterministic illustrative investor transaction
TX019820,INV005274,122639,2024-06-15,SIP,9393.430000,0.000939,Karnataka,26-35,32,Bengaluru,Tier 1,0.000939,Deterministic illustrative investor transaction
TX018784,INV004983,118535,2024-06-15,Redemption,244697.880000,0.024470,Tamil Nadu,36-45,43,Chennai,Tier 1,-0.024470,Deterministic illustrative investor transaction
TX001879,INV004558,118531,2024-06-15,Redemption,57654.680000,0.005765,Maharashtra,36-45,44,Mumbai,Tier 1,-0.005765,Deterministic illustrative investor transaction
TX022636,INV004217,144546,2024-06-15,SIP,7968.630000,0.000797,Delhi,26-35,31,Other City,Tier 3,0.000797,Deterministic illustrative investor transaction
TX016585,INV000727,120030,2024-06-15,Lumpsum,71487.580000,0.007149,Gujarat,26-35,28,Other City,Tier 3,0.007149,Deterministic illustrative investor transaction
TX010809,INV009391,118531,2024-06-15,Lumpsum,95252.000000,0.009525,Delhi,26-35,29,New Delhi,Tier 1,0.009525,Deterministic illustrative investor transaction
TX022094,INV005588,120392,2024-06-15,SIP,8268.190000,0.000827,Karnataka,56+,62,Bengaluru,Tier 1,0.000827,Deterministic illustrative investor transaction
TX006429,INV004158,129046,2024-06-16,SIP,5763.690000,0.000576,West Bengal,26-35,33,Kolkata,Tier 1,0.000576,Deterministic illustrative investor transaction
TX014787,INV004728,120392,2024-06-16,Redemption,45176.230000,0.004518,Madhya Pradesh,26-35,32,Indore,Tier 2,-0.004518,Deterministic illustrative investor transaction
TX016973,INV006384,118955,2024-06-16,SIP,6218.440000,0.000622,West Bengal,26-35,31,Kolkata,Tier 1,0.000622,Deterministic illustrative investor transaction
TX023957,INV003650,118535,2024-06-16,Lumpsum,76756.690000,0.007676,Maharashtra,26-35,27,Other City,Tier 3,0.007676,Deterministic illustrative investor transaction
TX010004,INV001677,118531,2024-06-16,SIP,3766.240000,0.000377,Delhi,36-45,44,New Delhi,Tier 1,0.000377,Deterministic illustrative investor transaction
TX016533,INV002943,119076,2024-06-16,SIP,2331.760000,0.000233,Telangana,26-35,31,Other City,Tier 3,0.000233,Deterministic illustrative investor transaction
TX017337,INV001168,118275,2024-06-16,Redemption,32741.690000,0.003274,Tamil Nadu,56+,57,Other City,Tier 3,-0.003274,Deterministic illustrative investor transaction
TX008476,INV007211,140353,2024-06-16,Lumpsum,59440.760000,0.005944,Tamil Nadu,26-35,30,Chennai,Tier 1,0.005944,Deterministic illustrative investor transaction
TX002564,INV008275,118531,2024-06-16,Lumpsum,186402.580000,0.018640,West Bengal,36-45,40,Kolkata,Tier 1,0.018640,Deterministic illustrative investor transaction
TX002199,INV000258,120030,2024-06-16,SIP,5250.370000,0.000525,West Bengal,18-25,25,Kolkata,Tier 1,0.000525,Deterministic illustrative investor transaction
TX005717,INV009208,120843,2024-06-16,Lumpsum,164892.110000,0.016489,Tamil Nadu,56+,62,Chennai,Tier 1,0.016489,Deterministic illustrative investor transaction
TX014800,INV000665,120564,2024-06-16,Lumpsum,31860.380000,0.003186,Maharashtra,46-55,52,Mumbai,Tier 1,0.003186,Deterministic illustrative investor transaction
TX020274,INV002615,119160,2024-06-16,Redemption,79719.550000,0.007972,Uttar Pradesh,26-35,35,Lucknow,Tier 2,-0.007972,Deterministic illustrative investor transaction
TX013792,INV000322,118955,2024-06-16,SIP,5461.200000,0.000546,Maharashtra,46-55,49,Mumbai,Tier 1,0.000546,Deterministic illustrative investor transaction
TX017326,INV009258,120586,2024-06-16,Lumpsum,311696.250000,0.031170,Karnataka,56+,56,Bengaluru,Tier 1,0.031170,Deterministic illustrative investor transaction
TX004624,INV003812,120492,2024-06-16,SIP,4850.150000,0.000485,Rajasthan,56+,66,Jaipur,Tier 2,0.000485,Deterministic illustrative investor transaction
TX001433,INV005418,120392,2024-06-16,Lumpsum,31501.250000,0.003150,Maharashtra,26-35,34,Mumbai,Tier 1,0.003150,Deterministic illustrative investor transaction
TX007242,INV008312,118535,2024-06-16,SIP,1998.120000,0.000200,West Bengal,26-35,32,Kolkata,Tier 1,0.000200,Deterministic illustrative investor transaction
TX008712,INV003501,118955,2024-06-17,Redemption,64675.640000,0.006468,Rajasthan,26-35,29,Jaipur,Tier 2,-0.006468,Deterministic illustrative investor transaction
TX010243,INV007702,118617,2024-06-17,Redemption,23325.420000,0.002333,Punjab,36-45,42,Ludhiana,Tier 2,-0.002333,Deterministic illustrative investor transaction
TX018594,INV007041,119076,2024-06-17,SIP,7931.500000,0.000793,West Bengal,56+,64,Kolkata,Tier 1,0.000793,Deterministic illustrative investor transaction
TX003562,INV000298,120564,2024-06-17,Redemption,34945.100000,0.003495,Tamil Nadu,46-55,50,Chennai,Tier 1,-0.003495,Deterministic illustrative investor transaction
TX014655,INV004444,148404,2024-06-17,Redemption,45910.740000,0.004591,Maharashtra,36-45,43,Mumbai,Tier 1,-0.004591,Deterministic illustrative investor transaction
TX009254,INV000177,118531,2024-06-17,SIP,14906.380000,0.001491,Madhya Pradesh,36-45,40,Indore,Tier 2,0.001491,Deterministic illustrative investor transaction
TX021230,INV008074,120264,2024-06-17,SIP,8177.210000,0.000818,Maharashtra,26-35,29,Mumbai,Tier 1,0.000818,Deterministic illustrative investor transaction
TX015223,INV005810,120656,2024-06-17,SIP,5346.560000,0.000535,Madhya Pradesh,18-25,19,Indore,Tier 2,0.000535,Deterministic illustrative investor transaction
TX022515,INV002395,119292,2024-06-17,SIP,6903.750000,0.000690,Maharashtra,56+,59,Mumbai,Tier 1,0.000690,Deterministic illustrative investor transaction
TX006406,INV004229,148404,2024-06-17,Redemption,41123.590000,0.004112,Telangana,36-45,38,Hyderabad,Tier 1,-0.004112,Deterministic illustrative investor transaction
TX013262,INV005841,122639,2024-06-17,SIP,4773.790000,0.000477,Maharashtra,36-45,37,Mumbai,Tier 1,0.000477,Deterministic illustrative investor transaction
TX018158,INV009392,118535,2024-06-17,Redemption,25943.480000,0.002594,Gujarat,18-25,21,Ahmedabad,Tier 2,-0.002594,Deterministic illustrative investor transaction
TX017715,INV002069,118617,2024-06-17,Lumpsum,64960.910000,0.006496,Gujarat,26-35,26,Other City,Tier 3,0.006496,Deterministic illustrative investor transaction
TX001245,INV006940,133839,2024-06-17,Lumpsum,204755.660000,0.020476,Telangana,36-45,36,Hyderabad,Tier 1,0.020476,Deterministic illustrative investor transaction
TX018749,INV000301,118632,2024-06-17,Lumpsum,62302.010000,0.006230,Rajasthan,26-35,31,Jaipur,Tier 2,0.006230,Deterministic illustrative investor transaction
TX004783,INV007942,120492,2024-06-17,SIP,11737.850000,0.001174,Karnataka,36-45,36,Bengaluru,Tier 1,0.001174,Deterministic illustrative investor transaction
TX020567,INV003472,120564,2024-06-17,SIP,6236.890000,0.000624,Maharashtra,26-35,35,Mumbai,Tier 1,0.000624,Deterministic illustrative investor transaction
TX013076,INV000211,118479,2024-06-18,SIP,8772.380000,0.000877,Telangana,36-45,36,Other City,Tier 3,0.000877,Deterministic illustrative investor transaction
TX014126,INV007355,146549,2024-06-18,SIP,5613.380000,0.000561,Maharashtra,56+,71,Mumbai,Tier 1,0.000561,Deterministic illustrative investor transaction
TX012114,INV003017,120046,2024-06-18,SIP,27488.870000,0.002749,West Bengal,46-55,51,Other City,Tier 3,0.002749,Deterministic illustrative investor transaction
TX020109,INV006097,118535,2024-06-18,SIP,3937.540000,0.000394,West Bengal,36-45,44,Kolkata,Tier 1,0.000394,Deterministic illustrative investor transaction
TX011724,INV004656,120586,2024-06-18,SIP,8209.320000,0.000821,Kerala,26-35,33,Other City,Tier 3,0.000821,Deterministic illustrative investor transaction
TX014647,INV002090,120586,2024-06-18,SIP,7105.080000,0.000711,Madhya Pradesh,26-35,30,Indore,Tier 2,0.000711,Deterministic illustrative investor transaction
TX014226,INV003301,119292,2024-06-18,Lumpsum,96847.050000,0.009685,Uttar Pradesh,46-55,50,Lucknow,Tier 2,0.009685,Deterministic illustrative investor transaction
TX002428,INV006350,120046,2024-06-18,SIP,7521.550000,0.000752,Rajasthan,36-45,44,Jaipur,Tier 2,0.000752,Deterministic illustrative investor transaction
TX016640,INV003895,120564,2024-06-18,Lumpsum,221332.830000,0.022133,Tamil Nadu,36-45,42,Chennai,Tier 1,0.022133,Deterministic illustrative investor transaction
TX003022,INV008369,119250,2024-06-18,Redemption,33382.600000,0.003338,Maharashtra,46-55,46,Mumbai,Tier 1,-0.003338,Deterministic illustrative investor transaction
TX018304,INV003284,118955,2024-06-18,SIP,20143.660000,0.002014,Punjab,36-45,40,Ludhiana,Tier 2,0.002014,Deterministic illustrative investor transaction
TX000015,INV004583,141925,2024-06-18,Lumpsum,19859.220000,0.001986,Uttar Pradesh,26-35,32,Lucknow,Tier 2,0.001986,Deterministic illustrative investor transaction
TX009493,INV000095,119076,2024-06-18,Lumpsum,119392.830000,0.011939,Tamil Nadu,46-55,51,Chennai,Tier 1,0.011939,Deterministic illustrative investor transaction
TX015885,INV007524,141925,2024-06-18,SIP,4268.500000,0.000427,Karnataka,36-45,43,Bengaluru,Tier 1,0.000427,Deterministic illustrative investor transaction
TX019506,INV006800,129046,2024-06-18,Lumpsum,128443.940000,0.012844,Gujarat,46-55,54,Ahmedabad,Tier 2,0.012844,Deterministic illustrative investor transaction
TX019590,INV004814,140353,2024-06-18,Redemption,95983.880000,0.009598,Karnataka,36-45,36,Bengaluru,Tier 1,-0.009598,Deterministic illustrative investor transaction
TX004366,INV006861,120492,2024-06-19,SIP,4485.670000,0.000449,Tamil Nadu,18-25,25,Chennai,Tier 1,0.000449,Deterministic illustrative investor transaction
TX003813,INV003702,140353,2024-06-19,Redemption,85158.100000,0.008516,Maharashtra,36-45,44,Mumbai,Tier 1,-0.008516,Deterministic illustrative investor transaction
TX022973,INV004678,120492,2024-06-19,Lumpsum,77269.550000,0.007727,Rajasthan,56+,67,Jaipur,Tier 2,0.007727,Deterministic illustrative investor transaction
TX019323,INV003093,120152,2024-06-19,Lumpsum,45661.570000,0.004566,Telangana,26-35,29,Other City,Tier 3,0.004566,Deterministic illustrative investor transaction
TX003740,INV007566,118617,2024-06-19,Lumpsum,69635.510000,0.006964,Maharashtra,46-55,52,Mumbai,Tier 1,0.006964,Deterministic illustrative investor transaction
TX001429,INV000716,122639,2024-06-19,SIP,4011.210000,0.000401,Karnataka,26-35,30,Bengaluru,Tier 1,0.000401,Deterministic illustrative investor transaction
TX005032,INV004211,120392,2024-06-19,SIP,5200.290000,0.000520,West Bengal,36-45,36,Kolkata,Tier 1,0.000520,Deterministic illustrative investor transaction
TX022064,INV003084,120046,2024-06-19,SIP,12410.340000,0.001241,West Bengal,26-35,33,Kolkata,Tier 1,0.001241,Deterministic illustrative investor transaction
TX008170,INV001815,118275,2024-06-19,SIP,23603.920000,0.002360,Gujarat,56+,67,Ahmedabad,Tier 2,0.002360,Deterministic illustrative investor transaction
TX009206,INV008692,118955,2024-06-19,SIP,21717.610000,0.002172,Uttar Pradesh,46-55,52,Lucknow,Tier 2,0.002172,Deterministic illustrative investor transaction
TX016851,INV008896,118632,2024-06-19,Lumpsum,90763.940000,0.009076,Uttar Pradesh,46-55,49,Lucknow,Tier 2,0.009076,Deterministic illustrative investor transaction
TX007686,INV005217,120564,2024-06-19,SIP,9502.330000,0.000950,Gujarat,56+,68,Ahmedabad,Tier 2,0.000950,Deterministic illustrative investor transaction
TX018777,INV000936,122639,2024-06-19,SIP,12326.070000,0.001233,Punjab,36-45,43,Ludhiana,Tier 2,0.001233,Deterministic illustrative investor transaction
TX014055,INV000515,118535,2024-06-19,Lumpsum,52057.720000,0.005206,Tamil Nadu,26-35,32,Chennai,Tier 1,0.005206,Deterministic illustrative investor transaction
TX001089,INV003735,119018,2024-06-19,Lumpsum,100696.800000,0.010070,Telangana,36-45,40,Other City,Tier 3,0.010070,Deterministic illustrative investor transaction
TX018745,INV002493,129046,2024-06-19,SIP,6543.840000,0.000654,Delhi,26-35,31,New Delhi,Tier 1,0.000654,Deterministic illustrative investor transaction
TX019191,INV005989,120492,2024-06-20,SIP,3797.960000,0.000380,Tamil Nadu,36-45,41,Chennai,Tier 1,0.000380,Deterministic illustrative investor transaction
TX017399,INV005929,141925,2024-06-20,SIP,12985.970000,0.001299,Karnataka,56+,67,Bengaluru,Tier 1,0.001299,Deterministic illustrative investor transaction
TX018853,INV005589,120166,2024-06-20,Lumpsum,51893.730000,0.005189,Karnataka,18-25,25,Bengaluru,Tier 1,0.005189,Deterministic illustrative investor transaction
TX000485,INV003592,118424,2024-06-20,Lumpsum,25434.080000,0.002543,Uttar Pradesh,26-35,27,Lucknow,Tier 2,0.002543,Deterministic illustrative investor transaction
TX005913,INV006317,120046,2024-06-20,SIP,10194.310000,0.001019,Karnataka,36-45,42,Bengaluru,Tier 1,0.001019,Deterministic illustrative investor transaction
TX013469,INV004463,122639,2024-06-20,Lumpsum,41310.800000,0.004131,West Bengal,26-35,31,Kolkata,Tier 1,0.004131,Deterministic illustrative investor transaction
TX007651,INV001424,120656,2024-06-20,SIP,14177.250000,0.001418,Delhi,36-45,40,New Delhi,Tier 1,0.001418,Deterministic illustrative investor transaction
TX017640,INV005054,119076,2024-06-20,Lumpsum,40029.890000,0.004003,Karnataka,26-35,26,Bengaluru,Tier 1,0.004003,Deterministic illustrative investor transaction
TX023339,INV002723,120564,2024-06-20,Lumpsum,219314.940000,0.021931,Gujarat,18-25,20,Ahmedabad,Tier 2,0.021931,Deterministic illustrative investor transaction
TX008556,INV008447,148404,2024-06-20,SIP,2337.380000,0.000234,Karnataka,36-45,43,Bengaluru,Tier 1,0.000234,Deterministic illustrative investor transaction
TX017068,INV005328,119292,2024-06-20,Lumpsum,69959.250000,0.006996,Karnataka,56+,72,Bengaluru,Tier 1,0.006996,Deterministic illustrative investor transaction
TX017165,INV000919,118955,2024-06-20,Lumpsum,35363.700000,0.003536,Uttar Pradesh,36-45,41,Lucknow,Tier 2,0.003536,Deterministic illustrative investor transaction
TX009630,INV005105,120564,2024-06-20,Lumpsum,46356.510000,0.004636,Gujarat,46-55,55,Other City,Tier 3,0.004636,Deterministic illustrative investor transaction
TX006512,INV001442,118531,2024-06-20,Redemption,79401.320000,0.007940,Delhi,26-35,35,New Delhi,Tier 1,-0.007940,Deterministic illustrative investor transaction
TX002286,INV000533,119598,2024-06-20,Lumpsum,97290.110000,0.009729,West Bengal,26-35,29,Kolkata,Tier 1,0.009729,Deterministic illustrative investor transaction
TX010801,INV003183,120564,2024-06-20,Lumpsum,48794.640000,0.004879,Tamil Nadu,26-35,33,Chennai,Tier 1,0.004879,Deterministic illustrative investor transaction
TX010172,INV004631,146549,2024-06-20,Redemption,55614.450000,0.005561,Rajasthan,26-35,27,Jaipur,Tier 2,-0.005561,Deterministic illustrative investor transaction
TX011575,INV003505,120392,2024-06-20,Lumpsum,30555.890000,0.003056,Delhi,18-25,22,Other City,Tier 3,0.003056,Deterministic illustrative investor transaction
TX008069,INV003968,118535,2024-06-20,Lumpsum,45173.110000,0.004517,Karnataka,46-55,55,Bengaluru,Tier 1,0.004517,Deterministic illustrative investor transaction
TX006722,INV000487,120586,2024-06-20,Lumpsum,175494.660000,0.017549,Tamil Nadu,46-55,55,Chennai,Tier 1,0.017549,Deterministic illustrative investor transaction
TX020873,INV009435,120586,2024-06-20,SIP,4789.470000,0.000479,Tamil Nadu,46-55,52,Chennai,Tier 1,0.000479,Deterministic illustrative investor transaction
TX021501,INV008999,120843,2024-06-21,SIP,2544.440000,0.000254,Telangana,36-45,44,Hyderabad,Tier 1,0.000254,Deterministic illustrative investor transaction
TX000089,INV001156,144546,2024-06-21,SIP,1719.100000,0.000172,Rajasthan,36-45,38,Jaipur,Tier 2,0.000172,Deterministic illustrative investor transaction
TX003347,INV005567,140353,2024-06-21,Lumpsum,142675.330000,0.014268,Kerala,36-45,38,Kochi,Tier 2,0.014268,Deterministic illustrative investor transaction
TX022086,INV003488,120843,2024-06-21,SIP,6393.290000,0.000639,Tamil Nadu,18-25,20,Other City,Tier 3,0.000639,Deterministic illustrative investor transaction
TX017693,INV005873,118632,2024-06-21,Lumpsum,36279.410000,0.003628,West Bengal,26-35,32,Kolkata,Tier 1,0.003628,Deterministic illustrative investor transaction
TX014882,INV006466,120843,2024-06-21,SIP,6144.080000,0.000614,West Bengal,18-25,24,Kolkata,Tier 1,0.000614,Deterministic illustrative investor transaction
TX018604,INV002661,140353,2024-06-21,SIP,4488.080000,0.000449,West Bengal,36-45,40,Kolkata,Tier 1,0.000449,Deterministic illustrative investor transaction
TX013599,INV004798,118479,2024-06-21,Redemption,59359.020000,0.005936,Delhi,26-35,34,Other City,Tier 3,-0.005936,Deterministic illustrative investor transaction
TX002413,INV003744,119250,2024-06-21,Lumpsum,50156.440000,0.005016,Gujarat,26-35,26,Ahmedabad,Tier 2,0.005016,Deterministic illustrative investor transaction
TX007803,INV004950,120392,2024-06-21,SIP,2533.720000,0.000253,Karnataka,26-35,27,Other City,Tier 3,0.000253,Deterministic illustrative investor transaction
TX015817,INV004816,144546,2024-06-21,Redemption,55927.210000,0.005593,Tamil Nadu,26-35,33,Chennai,Tier 1,-0.005593,Deterministic illustrative investor transaction
TX007185,INV002283,120046,2024-06-21,Lumpsum,35136.910000,0.003514,Maharashtra,18-25,23,Mumbai,Tier 1,0.003514,Deterministic illustrative investor transaction
TX002181,INV001175,119718,2024-06-21,SIP,2992.950000,0.000299,West Bengal,18-25,25,Kolkata,Tier 1,0.000299,Deterministic illustrative investor transaction
TX021136,INV000844,120465,2024-06-21,Lumpsum,100002.270000,0.010000,Tamil Nadu,26-35,34,Chennai,Tier 1,0.010000,Deterministic illustrative investor transaction
TX020196,INV003782,118632,2024-06-21,SIP,6354.250000,0.000635,Rajasthan,18-25,23,Jaipur,Tier 2,0.000635,Deterministic illustrative investor transaction
TX012142,INV009142,120046,2024-06-21,SIP,8090.090000,0.000809,Gujarat,26-35,29,Ahmedabad,Tier 2,0.000809,Deterministic illustrative investor transaction
TX021350,INV003806,120267,2024-06-21,Redemption,119391.030000,0.011939,Karnataka,46-55,51,Bengaluru,Tier 1,-0.011939,Deterministic illustrative investor transaction
TX016237,INV000865,118275,2024-06-21,SIP,9043.150000,0.000904,West Bengal,36-45,42,Kolkata,Tier 1,0.000904,Deterministic illustrative investor transaction
